fold_energy,seed_match_count,seed_match_full,mirna_au_count,mirna_au_frac,count_matches,frac_matches,len_target_reg,longest_pairing,3p_mirna_match_count,seed_3p_diff,positive
-15.10,2,0,7,0.3333333333333333,13,0.6190476190476191,15,10,7,-5,1
-24.40,6,1,7,0.3333333333333333,17,0.8095238095238095,19,8,5,1,1
-27.30,5,0,7,0.3333333333333333,16,0.7619047619047619,19,6,6,-1,1
-19.30,5,0,7,0.3333333333333333,12,0.5714285714285714,14,8,0,5,1
-23.30,4,0,7,0.3333333333333333,15,0.7142857142857143,18,8,5,-1,1
-20.00,3,0,7,0.3333333333333333,15,0.7142857142857143,17,7,6,-3,1
-23.60,6,1,7,0.3333333333333333,16,0.7619047619047619,18,9,5,1,1
-23.60,6,1,7,0.3333333333333333,15,0.7142857142857143,17,8,3,3,1
-23.30,4,0,7,0.3333333333333333,13,0.6190476190476191,15,10,1,3,1
-12.60,0,0,7,0.3333333333333333,9,0.42857142857142855,10,5,6,-6,1
-12.50,1,0,7,0.3333333333333333,7,0.3333333333333333,7,7,0,1,1
-14.70,3,0,6,0.3,12,0.6,13,5,5,-2,1
-16.80,6,1,6,0.3,10,0.5,12,8,0,6,1
-12.10,0,0,6,0.3,9,0.45,10,7,6,-6,1
-13.30,5,0,6,0.3,10,0.5,14,5,0,5,1
-20.80,6,1,6,0.3,11,0.55,12,11,0,6,1
-16.60,5,0,6,0.3,14,0.7,16,7,5,0,1
-18.00,4,0,6,0.3,14,0.7,18,8,5,-1,1
-14.30,2,0,6,0.3,11,0.55,13,11,3,-1,1
-22.30,6,1,6,0.3,13,0.65,16,13,0,6,1
-21.70,4,0,6,0.3,13,0.65,15,9,2,2,1
-8.70,0,0,6,0.3,6,0.3,6,6,0,0,1
-16.10,6,1,6,0.3,12,0.6,16,9,0,6,1
-23.80,6,1,6,0.3157894736842105,15,0.7894736842105263,16,11,4,2,1
-20.80,6,1,6,0.3157894736842105,11,0.5789473684210527,12,11,0,6,1
-13.20,1,0,5,0.2777777777777778,11,0.6111111111111112,14,11,6,-5,1
-19.90,5,0,5,0.2777777777777778,13,0.7222222222222222,15,10,4,1,1
-16.90,6,1,5,0.2777777777777778,13,0.7222222222222222,20,8,4,2,1
-17.90,6,1,7,0.35,11,0.55,12,11,0,6,1
-19.40,4,0,8,0.38095238095238093,13,0.6190476190476191,14,8,2,2,1
-16.90,0,0,8,0.34782608695652173,13,0.5652173913043478,16,7,6,-6,1
-17.70,4,0,8,0.36363636363636365,12,0.5454545454545454,17,9,0,4,1
-17.30,4,0,8,0.36363636363636365,13,0.5909090909090909,16,5,4,0,1
-13.70,0,0,8,0.38095238095238093,8,0.38095238095238093,9,8,1,-1,1
-11.60,5,0,8,0.38095238095238093,9,0.42857142857142855,11,5,0,5,1
-13.80,0,0,8,0.38095238095238093,8,0.38095238095238093,8,8,5,-5,1
-23.90,4,0,8,0.38095238095238093,12,0.5714285714285714,14,9,1,3,1
-14.30,0,0,8,0.38095238095238093,9,0.42857142857142855,10,5,6,-6,1
-22.80,6,1,11,0.4583333333333333,15,0.625,15,8,0,6,1
-11.90,0,0,13,0.5416666666666666,13,0.5416666666666666,15,6,5,-5,1
-14.60,4,0,13,0.5416666666666666,9,0.375,12,5,0,4,1
-15.90,3,0,12,0.5,13,0.5416666666666666,17,7,3,0,1
-18.60,6,1,12,0.5,14,0.5833333333333334,17,8,0,6,1
-21.50,5,0,12,0.5,11,0.4583333333333333,11,6,0,5,1
-19.20,4,0,12,0.5,15,0.625,19,6,6,-2,1
-15.60,6,1,12,0.5,15,0.625,19,10,5,1,1
-17.50,5,0,12,0.5,15,0.625,16,6,3,2,1
-25.10,4,0,12,0.5,17,0.7083333333333334,19,9,5,-1,1
-16.60,4,0,12,0.5,16,0.6666666666666666,19,11,3,1,1
-19.60,4,0,12,0.5,14,0.5833333333333334,15,7,2,2,1
-5.70,0,0,12,0.5,6,0.25,6,6,3,-3,1
-19.00,5,0,10,0.47619047619047616,13,0.6190476190476191,14,5,2,3,1
-22.40,6,1,10,0.47619047619047616,16,0.7619047619047619,19,8,4,2,1
-19.90,5,0,11,0.5,14,0.6363636363636364,16,8,0,5,1
-17.70,5,0,11,0.5,11,0.5,12,6,0,5,1
-16.30,5,0,11,0.5,10,0.45454545454545453,12,4,0,5,1
-20.80,5,0,11,0.5,12,0.5454545454545454,14,9,0,5,1
-19.90,6,1,11,0.5,13,0.5909090909090909,15,13,0,6,1
-19.50,5,0,11,0.5,11,0.5,12,8,0,5,1
-15.60,5,0,11,0.5,11,0.5,13,9,0,5,1
-14.80,4,0,11,0.5,11,0.5,17,5,1,3,1
-20.10,6,1,11,0.5,13,0.5909090909090909,14,13,0,6,1
-19.20,4,0,11,0.5,15,0.6818181818181818,22,6,4,0,1
-15.00,2,0,11,0.5,12,0.5454545454545454,16,7,3,-1,1
-20.50,6,1,11,0.5,12,0.5454545454545454,14,7,0,6,1
-16.40,4,0,11,0.5,13,0.5909090909090909,16,5,3,1,1
-17.80,6,1,11,0.5,12,0.5454545454545454,14,9,0,6,1
-15.60,5,0,11,0.5,13,0.5909090909090909,15,6,3,2,1
-16.80,5,0,11,0.5,14,0.6363636363636364,17,6,3,2,1
-17.70,5,0,11,0.5,11,0.5,12,6,0,5,1
-8.30,0,0,11,0.5,13,0.5909090909090909,17,13,7,-7,1
-26.00,6,1,11,0.5,12,0.5454545454545454,12,12,0,6,1
-20.10,6,1,11,0.5,15,0.6818181818181818,16,8,3,3,1
-7.00,5,0,11,0.5,8,0.36363636363636365,10,3,0,5,1
-8.60,3,0,11,0.5,12,0.5454545454545454,19,6,6,-3,1
-16.70,3,0,11,0.5,11,0.5,13,8,0,3,1
-16.00,5,0,11,0.5,9,0.4090909090909091,11,5,0,5,1
-21.70,4,0,11,0.5,12,0.5454545454545454,14,8,0,4,1
-13.20,4,0,11,0.5,9,0.4090909090909091,11,5,0,4,1
-19.70,4,0,11,0.5,12,0.5454545454545454,15,7,1,3,1
-19.90,6,1,11,0.5,13,0.5909090909090909,16,7,0,6,1
-22.90,6,1,11,0.5,15,0.6818181818181818,17,15,1,5,1
-12.80,5,0,11,0.5,11,0.5,13,9,0,5,1
-17.50,6,1,11,0.5,13,0.5909090909090909,15,13,0,6,1
-18.80,5,0,11,0.5,12,0.5454545454545454,14,6,0,5,1
-16.90,5,0,11,0.5,11,0.5,13,6,0,5,1
-17.00,6,1,11,0.5,12,0.5454545454545454,15,8,0,6,1
-16.70,2,0,11,0.5,13,0.5909090909090909,16,8,5,-3,1
-15.50,6,1,11,0.5,9,0.4090909090909091,9,9,0,6,1
-12.60,4,0,11,0.5,10,0.45454545454545453,11,10,0,4,1
-17.60,5,0,11,0.5,10,0.45454545454545453,13,6,0,5,1
-20.50,5,0,11,0.5,15,0.6818181818181818,19,11,4,1,1
-17.70,4,0,11,0.5,11,0.5,12,9,0,4,1
-16.30,5,0,11,0.5,10,0.45454545454545453,10,6,0,5,1
-16.90,4,0,11,0.5,9,0.4090909090909091,11,5,0,4,1
-11.00,4,0,11,0.5,8,0.36363636363636365,9,4,0,4,1
-17.50,4,0,11,0.5,11,0.5,11,7,0,4,1
-19.40,5,0,11,0.5,14,0.6363636363636364,16,11,3,2,1
-16.70,6,1,11,0.5,11,0.5,16,8,0,6,1
-22.40,6,1,11,0.5,15,0.6818181818181818,16,8,3,3,1
-19.10,6,1,11,0.5,13,0.5909090909090909,16,10,1,5,1
-17.20,0,0,11,0.5,13,0.5909090909090909,13,13,7,-7,1
-17.00,6,1,11,0.5,11,0.5,14,8,0,6,1
-16.10,4,0,11,0.5,13,0.5909090909090909,18,5,4,0,1
-7.50,0,0,9,0.42857142857142855,9,0.42857142857142855,9,5,4,-4,1
-16.10,6,1,13,0.5416666666666666,11,0.4583333333333333,15,6,0,6,1
-11.90,6,1,11,0.5238095238095238,8,0.38095238095238093,8,8,0,6,1
-23.10,5,0,10,0.5,16,0.8,17,6,6,-1,1
-14.20,0,0,10,0.5,8,0.4,8,8,5,-5,1
-17.00,4,0,13,0.6190476190476191,12,0.5714285714285714,12,12,1,3,1
-17.90,4,0,12,0.5714285714285714,13,0.6190476190476191,13,11,2,2,1
-18.80,5,0,6,0.3333333333333333,13,0.7222222222222222,17,13,4,1,1
-21.90,5,0,7,0.3684210526315789,14,0.7368421052631579,15,12,3,2,1
-25.30,6,1,10,0.45454545454545453,17,0.7727272727272727,19,9,7,-1,1
-17.50,4,0,10,0.45454545454545453,11,0.5,11,6,0,4,1
-15.90,4,0,12,0.5454545454545454,14,0.6363636363636364,19,8,4,0,1
-21.90,6,1,13,0.5909090909090909,14,0.6363636363636364,14,8,0,6,1
-17.90,5,0,14,0.6363636363636364,12,0.5454545454545454,12,10,0,5,1
-13.50,4,0,13,0.5909090909090909,8,0.36363636363636365,8,8,0,4,1
-17.60,6,1,13,0.5909090909090909,13,0.5909090909090909,15,7,1,5,1
-12.10,4,0,13,0.5909090909090909,10,0.45454545454545453,17,6,2,2,1
-19.00,6,1,11,0.5789473684210527,15,0.7894736842105263,17,10,4,2,1
-19.10,2,0,5,0.2777777777777778,12,0.6666666666666666,13,12,6,-4,1
-20.20,4,0,9,0.4090909090909091,13,0.5909090909090909,16,6,4,0,1
-18.30,4,0,9,0.4090909090909091,18,0.8181818181818182,23,16,6,-2,1
-19.70,4,0,6,0.3,13,0.65,15,9,4,0,1
-22.00,3,0,6,0.3,13,0.65,15,5,6,-3,1
-22.00,4,0,6,0.3,12,0.6,14,6,3,1,1
-21.90,5,0,6,0.3,13,0.65,15,8,6,-1,1
-21.50,4,0,6,0.3,14,0.7,16,5,5,-1,1
-16.20,4,0,6,0.3,10,0.5,12,6,3,1,1
-15.90,3,0,6,0.3,13,0.65,20,9,5,-2,1
-18.80,4,0,6,0.3,12,0.6,15,9,2,2,1
-22.90,6,1,6,0.3,14,0.7,16,7,5,1,1
-17.10,6,1,8,0.36363636363636365,11,0.5,13,8,0,6,1
-22.40,6,1,8,0.36363636363636365,16,0.7272727272727273,19,10,6,0,1
-22.70,5,0,8,0.36363636363636365,15,0.6818181818181818,18,6,2,3,1
-19.60,5,0,8,0.36363636363636365,12,0.5454545454545454,13,7,0,5,1
-24.40,0,0,8,0.36363636363636365,12,0.5454545454545454,13,10,6,-6,1
-22.50,2,0,8,0.36363636363636365,14,0.6363636363636364,16,7,5,-3,1
-25.00,1,0,8,0.36363636363636365,13,0.5909090909090909,14,9,4,-3,1
-23.10,6,1,8,0.36363636363636365,16,0.7272727272727273,19,13,3,3,1
-22.40,2,0,8,0.36363636363636365,14,0.6363636363636364,15,7,6,-4,1
-17.00,4,0,8,0.36363636363636365,11,0.5,12,7,4,0,1
-14.60,4,0,8,0.36363636363636365,12,0.5454545454545454,19,7,2,2,1
-21.40,6,1,8,0.36363636363636365,12,0.5454545454545454,13,7,0,6,1
-25.50,6,1,8,0.36363636363636365,15,0.6818181818181818,19,7,3,3,1
-23.60,5,0,8,0.36363636363636365,15,0.6818181818181818,17,13,1,4,1
-20.50,6,1,8,0.36363636363636365,14,0.6363636363636364,15,14,0,6,1
-21.90,6,1,8,0.36363636363636365,15,0.6818181818181818,19,13,2,4,1
-20.10,6,1,8,0.36363636363636365,14,0.6363636363636364,17,7,3,3,1
-25.10,5,0,8,0.36363636363636365,14,0.6363636363636364,16,7,1,4,1
-22.90,5,0,8,0.36363636363636365,15,0.6818181818181818,19,7,4,1,1
-17.20,4,0,8,0.36363636363636365,13,0.5909090909090909,16,5,4,0,1
-19.80,3,0,8,0.36363636363636365,11,0.5,13,10,0,3,1
-21.20,4,0,7,0.3333333333333333,14,0.6666666666666666,17,9,2,2,1
-26.00,4,0,7,0.3333333333333333,16,0.7619047619047619,19,9,6,-2,1
-20.80,5,0,7,0.3333333333333333,15,0.7142857142857143,20,9,4,1,1
-17.40,6,1,7,0.3333333333333333,15,0.7142857142857143,19,13,2,4,1
-23.40,6,1,7,0.3333333333333333,14,0.6666666666666666,16,10,2,4,1
-1.90,0,0,7,0.3333333333333333,3,0.14285714285714285,3,3,3,-3,1
-5.00,0,0,7,0.3333333333333333,5,0.23809523809523808,5,5,5,-5,1
-10.90,6,1,7,0.3333333333333333,10,0.47619047619047616,12,7,0,6,1
-20.30,3,0,7,0.3333333333333333,12,0.5714285714285714,13,8,4,-1,1
-19.20,5,0,7,0.3333333333333333,16,0.7619047619047619,20,11,5,0,1
-21.20,4,0,7,0.3333333333333333,10,0.47619047619047616,10,10,0,4,1
-22.10,6,1,7,0.3333333333333333,13,0.6190476190476191,16,9,3,3,1
-25.10,3,0,7,0.3333333333333333,13,0.6190476190476191,19,5,5,-2,1
-11.80,1,0,7,0.3333333333333333,10,0.47619047619047616,12,5,5,-4,1
-6.40,4,0,6,0.3157894736842105,6,0.3157894736842105,12,4,1,3,1
-27.20,5,0,9,0.45,18,0.9,20,15,6,-1,1
-19.60,3,0,7,0.3181818181818182,15,0.6818181818181818,17,5,6,-3,1
-19.30,3,0,8,0.36363636363636365,15,0.6818181818181818,18,10,6,-3,1
-13.20,2,0,7,0.35,9,0.45,12,7,3,-1,1
-16.10,4,0,6,0.3,12,0.6,15,8,3,1,1
-18.10,5,0,6,0.3,10,0.5,11,6,0,5,1
-13.60,5,0,7,0.30434782608695654,15,0.6521739130434783,21,6,3,2,1
-16.70,4,0,12,0.5454545454545454,14,0.6363636363636364,16,6,4,0,1
-17.30,6,1,9,0.4090909090909091,11,0.5,14,11,0,6,1
-16.20,0,0,9,0.4090909090909091,10,0.45454545454545453,10,10,2,-2,1
-17.70,5,0,9,0.4090909090909091,13,0.5909090909090909,15,6,1,4,1
-16.50,2,0,9,0.4090909090909091,13,0.5909090909090909,16,6,4,-2,1
-14.40,4,0,9,0.4090909090909091,14,0.6363636363636364,18,9,3,1,1
-15.10,1,0,9,0.4090909090909091,10,0.45454545454545453,14,5,5,-4,1
-17.90,4,0,9,0.4090909090909091,13,0.5909090909090909,15,13,1,3,1
-18.00,5,0,9,0.4090909090909091,12,0.5454545454545454,15,9,2,3,1
-20.00,6,1,9,0.4090909090909091,15,0.6818181818181818,20,15,1,5,1
-18.20,6,1,7,0.3888888888888889,10,0.5555555555555556,11,10,0,6,1
-11.30,1,0,8,0.36363636363636365,10,0.45454545454545453,15,8,2,-1,1
-18.50,4,0,8,0.36363636363636365,13,0.5909090909090909,16,7,4,0,1
-20.40,5,0,11,0.5238095238095238,16,0.7619047619047619,17,7,3,2,1
-11.50,5,0,11,0.5238095238095238,11,0.5238095238095238,14,6,1,4,1
-9.40,4,0,11,0.5238095238095238,11,0.5238095238095238,17,6,2,2,1
-18.80,6,1,11,0.5238095238095238,14,0.6666666666666666,16,14,1,5,1
-19.50,6,1,11,0.5238095238095238,16,0.7619047619047619,18,8,4,2,1
-11.30,0,0,11,0.5238095238095238,9,0.42857142857142855,9,6,6,-6,1
-18.20,3,0,12,0.5454545454545454,13,0.5909090909090909,13,7,6,-3,1
-8.10,0,0,12,0.5217391304347826,8,0.34782608695652173,9,8,7,-7,1
-14.90,3,0,12,0.631578947368421,11,0.5789473684210527,11,8,4,-1,1
-15.60,6,1,13,0.5652173913043478,9,0.391304347826087,9,9,0,6,1
-24.50,1,0,9,0.4090909090909091,14,0.6363636363636364,16,10,6,-5,1
-19.70,2,0,11,0.5,13,0.5909090909090909,13,10,3,-1,1
-8.90,5,0,8,0.4444444444444444,11,0.6111111111111112,15,8,3,2,1
-19.30,2,0,8,0.4444444444444444,10,0.5555555555555556,10,10,4,-2,1
-20.00,4,0,10,0.45454545454545453,14,0.6363636363636364,15,6,6,-2,1
-25.30,6,1,10,0.45454545454545453,17,0.7727272727272727,17,9,7,-1,1
-18.40,5,0,10,0.45454545454545453,12,0.5454545454545454,12,6,2,3,1
-20.40,3,0,10,0.45454545454545453,12,0.5454545454545454,13,5,2,1,1
-22.10,4,0,10,0.45454545454545453,14,0.6363636363636364,14,8,6,-2,1
-13.90,0,0,10,0.45454545454545453,9,0.4090909090909091,12,9,5,-5,1
-24.60,0,0,10,0.45454545454545453,13,0.5909090909090909,13,13,5,-5,1
-22.40,3,0,10,0.45454545454545453,14,0.6363636363636364,15,9,5,-2,1
-19.20,0,0,10,0.45454545454545453,11,0.5,12,11,6,-6,1
-19.80,6,1,10,0.45454545454545453,14,0.6363636363636364,17,14,0,6,1
-22.70,0,0,10,0.45454545454545453,12,0.5454545454545454,13,12,7,-7,1
-24.50,3,0,10,0.45454545454545453,14,0.6363636363636364,17,8,6,-3,1
-24.30,3,0,10,0.45454545454545453,16,0.7272727272727273,17,10,7,-4,1
-20.90,3,0,10,0.45454545454545453,14,0.6363636363636364,17,10,6,-3,1
-19.30,2,0,10,0.45454545454545453,10,0.45454545454545453,10,10,0,2,1
-19.30,2,0,10,0.45454545454545453,10,0.45454545454545453,10,10,0,2,1
-19.80,2,0,10,0.45454545454545453,11,0.5,17,9,4,-2,1
-17.60,0,0,10,0.45454545454545453,10,0.45454545454545453,11,7,6,-6,1
-22.10,0,0,10,0.45454545454545453,11,0.5,11,10,7,-7,1
-20.10,6,1,10,0.45454545454545453,16,0.7272727272727273,16,10,3,3,1
-13.30,0,0,10,0.45454545454545453,8,0.36363636363636365,9,6,5,-5,1
-19.70,2,0,10,0.45454545454545453,15,0.6818181818181818,17,9,6,-4,1
-27.30,5,0,10,0.45454545454545453,16,0.7272727272727273,19,8,6,-1,1
-19.30,3,0,10,0.45454545454545453,13,0.5909090909090909,16,8,3,0,1
-13.30,3,0,10,0.45454545454545453,14,0.6363636363636364,17,5,4,-1,1
-19.30,2,0,10,0.45454545454545453,10,0.45454545454545453,10,10,0,2,1
-15.50,0,0,10,0.45454545454545453,12,0.5454545454545454,14,7,7,-7,1
-25.80,4,0,10,0.45454545454545453,15,0.6818181818181818,16,15,3,1,1
-19.30,2,0,10,0.45454545454545453,10,0.45454545454545453,10,10,0,2,1
-15.90,0,0,9,0.42857142857142855,8,0.38095238095238093,8,8,4,-4,1
-19.30,2,0,9,0.45,10,0.5,10,10,2,0,1
-17.20,4,0,9,0.4090909090909091,12,0.5454545454545454,13,7,2,2,1
-15.30,0,0,9,0.4090909090909091,9,0.4090909090909091,9,9,7,-7,1
-14.40,0,0,9,0.4090909090909091,9,0.4090909090909091,11,9,4,-4,1
-18.90,5,0,8,0.36363636363636365,14,0.6363636363636364,17,8,2,3,1
-12.30,0,0,8,0.36363636363636365,9,0.4090909090909091,11,5,4,-4,1
-11.60,0,0,8,0.38095238095238093,10,0.47619047619047616,16,10,3,-3,1
-23.60,6,1,13,0.5909090909090909,15,0.6818181818181818,15,15,0,6,1
-9.10,4,0,13,0.5909090909090909,10,0.45454545454545453,13,6,0,4,1
-21.20,6,1,13,0.5909090909090909,14,0.6363636363636364,16,11,0,6,1
-17.50,5,0,13,0.5909090909090909,9,0.4090909090909091,9,9,0,5,1
-13.70,3,0,6,0.3,8,0.4,8,7,0,3,1
-15.90,4,0,8,0.4,13,0.65,16,10,3,1,1
-15.60,0,0,7,0.3333333333333333,9,0.42857142857142855,10,9,4,-4,1
-13.20,0,0,10,0.5,9,0.45,9,5,6,-6,1
-7.20,0,0,13,0.5909090909090909,8,0.36363636363636365,14,5,3,-3,1
-5.60,0,0,15,0.6521739130434783,4,0.17391304347826086,4,4,4,-4,1
-7.80,2,0,8,0.4444444444444444,10,0.5555555555555556,13,4,6,-4,1
-18.20,2,0,8,0.36363636363636365,12,0.5454545454545454,14,6,3,-1,1
-13.60,2,0,12,0.5454545454545454,12,0.5454545454545454,12,7,5,-3,1
-15.90,0,0,12,0.5454545454545454,13,0.5909090909090909,14,9,7,-7,1
-13.10,0,0,12,0.5454545454545454,10,0.45454545454545453,10,10,7,-7,1
-12.80,0,0,12,0.5454545454545454,10,0.45454545454545453,10,6,6,-6,1
-12.10,4,0,12,0.5454545454545454,14,0.6363636363636364,17,5,5,-1,1
-30.30,4,0,13,0.5909090909090909,19,0.8636363636363636,19,19,7,-3,1
-21.30,0,0,13,0.5909090909090909,14,0.6363636363636364,14,14,7,-7,1
-17.80,0,0,13,0.5909090909090909,14,0.6363636363636364,14,9,7,-7,1
-15.40,1,0,13,0.5909090909090909,16,0.7272727272727273,21,16,7,-6,1
-21.30,0,0,13,0.5909090909090909,14,0.6363636363636364,14,14,7,-7,1
-23.10,3,0,13,0.5909090909090909,17,0.7727272727272727,17,9,7,-4,1
-13.00,0,0,13,0.5909090909090909,9,0.4090909090909091,9,9,7,-7,1
-33.80,5,0,13,0.5909090909090909,20,0.9090909090909091,20,20,7,-2,1
-21.00,1,0,13,0.5909090909090909,15,0.6818181818181818,15,9,6,-5,1
-14.60,4,0,13,0.5909090909090909,15,0.6818181818181818,15,5,4,0,1
-14.20,0,0,13,0.5909090909090909,11,0.5,11,8,6,-6,1
-11.10,2,0,13,0.5909090909090909,11,0.5,15,6,5,-3,1
-4.20,5,0,13,0.5909090909090909,7,0.3181818181818182,7,7,0,5,1
-15.90,0,0,13,0.5909090909090909,12,0.5454545454545454,12,12,7,-7,1
-8.00,5,0,13,0.5909090909090909,10,0.45454545454545453,12,5,5,0,1
-20.80,6,1,13,0.5909090909090909,17,0.7727272727272727,19,13,4,2,1
-17.80,0,0,13,0.5909090909090909,14,0.6363636363636364,14,9,7,-7,1
-17.80,1,0,13,0.5909090909090909,14,0.6363636363636364,15,6,6,-5,1
-23.10,3,0,13,0.5909090909090909,17,0.7727272727272727,17,9,7,-4,1
-30.70,5,0,13,0.6190476190476191,19,0.9047619047619048,19,19,7,-2,1
-21.80,1,0,13,0.6190476190476191,15,0.7142857142857143,15,15,7,-6,1
-16.30,3,0,13,0.65,15,0.75,15,8,7,-4,1
-12.30,0,0,12,0.6666666666666666,11,0.6111111111111112,11,11,7,-7,1
-14.10,0,0,12,0.5454545454545454,11,0.5,12,7,7,-7,1
-23.10,6,1,8,0.42105263157894735,16,0.8421052631578947,18,9,7,-1,1
-26.20,3,0,10,0.45454545454545453,16,0.7272727272727273,16,8,6,-3,1
-21.20,4,0,14,0.6363636363636364,16,0.7272727272727273,16,12,5,-1,1
-19.10,4,0,7,0.3684210526315789,13,0.6842105263157895,14,13,4,0,1
-21.30,2,0,7,0.3333333333333333,15,0.7142857142857143,18,11,7,-5,1
-15.30,6,1,10,0.43478260869565216,16,0.6956521739130435,16,7,3,3,1
-13.90,1,0,10,0.43478260869565216,14,0.6086956521739131,18,9,7,-6,1
-29.10,6,1,10,0.43478260869565216,16,0.6956521739130435,16,16,0,6,1
-23.30,6,1,10,0.43478260869565216,15,0.6521739130434783,17,10,3,3,1
-20.50,6,1,10,0.45454545454545453,15,0.6818181818181818,21,9,2,4,1
-17.40,5,0,12,0.5714285714285714,13,0.6190476190476191,15,9,4,1,1
-17.60,5,0,12,0.5454545454545454,9,0.4090909090909091,9,9,0,5,1
-17.80,6,1,12,0.5454545454545454,10,0.45454545454545453,10,10,0,6,1
-18.50,6,1,12,0.5454545454545454,15,0.6818181818181818,16,7,5,1,1
-16.20,5,0,12,0.5454545454545454,13,0.5909090909090909,17,7,5,0,1
-19.90,5,0,12,0.5454545454545454,12,0.5454545454545454,12,9,3,2,1
-7.50,0,0,12,0.5454545454545454,5,0.22727272727272727,5,5,5,-5,1
-8.10,3,0,12,0.5454545454545454,8,0.36363636363636365,9,8,0,3,1
-8.30,0,0,12,0.5454545454545454,9,0.4090909090909091,10,5,5,-5,1
-4.00,4,0,12,0.5454545454545454,12,0.5454545454545454,15,4,2,2,1
-18.50,6,1,12,0.5454545454545454,13,0.5909090909090909,13,10,3,3,1
-23.70,6,1,12,0.5454545454545454,15,0.6818181818181818,15,10,5,1,1
-15.70,6,1,12,0.5714285714285714,14,0.6666666666666666,14,8,4,2,1
-15.40,5,0,12,0.6,13,0.65,14,9,4,1,1
-20.60,6,1,12,0.5454545454545454,15,0.6818181818181818,18,10,5,1,1
-16.80,5,0,12,0.5454545454545454,12,0.5454545454545454,16,8,4,1,1
-7.00,4,0,11,0.5789473684210527,9,0.47368421052631576,18,5,5,-1,1
-6.80,0,0,11,0.5789473684210527,10,0.5263157894736842,16,10,6,-6,1
-18.10,6,1,12,0.6,17,0.85,18,12,5,1,1
-13.40,3,0,13,0.5909090909090909,14,0.6363636363636364,19,8,4,-1,1
-15.40,6,1,13,0.5909090909090909,14,0.6363636363636364,16,12,1,5,1
-21.90,5,0,13,0.5909090909090909,15,0.6818181818181818,18,10,4,1,1
-23.70,5,0,13,0.5909090909090909,15,0.6818181818181818,16,15,2,3,1
-10.90,2,0,13,0.5909090909090909,12,0.5454545454545454,13,5,4,-2,1
-18.80,6,1,13,0.5909090909090909,14,0.6363636363636364,15,14,0,6,1
-23.20,5,0,13,0.5909090909090909,18,0.8181818181818182,19,13,5,0,1
-22.20,6,1,13,0.5909090909090909,17,0.7727272727272727,18,11,4,2,1
-16.60,6,1,13,0.5909090909090909,11,0.5,12,9,0,6,1
-14.60,4,0,13,0.5909090909090909,14,0.6363636363636364,15,9,4,0,1
-6.90,4,0,13,0.5909090909090909,10,0.45454545454545453,13,6,2,2,1
-11.90,2,0,13,0.5909090909090909,12,0.5454545454545454,12,5,4,-2,1
-15.50,4,0,13,0.5909090909090909,15,0.6818181818181818,18,8,6,-2,1
-13.50,5,0,13,0.5909090909090909,9,0.4090909090909091,10,6,0,5,1
-11.20,3,0,13,0.5909090909090909,10,0.45454545454545453,13,4,0,3,1
-12.00,6,1,13,0.5909090909090909,12,0.5454545454545454,17,7,2,4,1
-7.20,1,0,13,0.5909090909090909,9,0.4090909090909091,12,4,3,-2,1
-19.70,6,1,13,0.5909090909090909,15,0.6818181818181818,18,14,1,5,1
-20.00,6,1,13,0.5909090909090909,16,0.7272727272727273,18,13,2,4,1
-23.80,6,1,13,0.5909090909090909,15,0.6818181818181818,16,15,1,5,1
-21.90,6,1,13,0.5909090909090909,15,0.6818181818181818,16,15,0,6,1
-6.50,4,0,13,0.5909090909090909,7,0.3181818181818182,10,4,0,4,1
-20.20,3,0,13,0.5909090909090909,15,0.6818181818181818,18,14,4,-1,1
-23.10,6,1,13,0.5909090909090909,17,0.7727272727272727,19,9,3,3,1
-10.20,1,0,13,0.5909090909090909,11,0.5,13,8,3,-2,1
-20.20,5,0,13,0.5909090909090909,13,0.5909090909090909,17,8,4,1,1
-5.40,4,0,10,0.5555555555555556,8,0.4444444444444444,17,4,4,0,1
-6.50,2,0,13,0.5909090909090909,4,0.18181818181818182,4,4,0,2,1
-22.30,6,1,13,0.5909090909090909,16,0.7272727272727273,17,12,3,3,1
-4.80,0,0,13,0.5909090909090909,7,0.3181818181818182,8,4,5,-5,1
-5.90,0,0,13,0.5909090909090909,7,0.3181818181818182,7,7,5,-5,1
-18.10,5,0,13,0.5909090909090909,12,0.5454545454545454,13,9,1,4,1
-20.90,6,1,13,0.5909090909090909,16,0.7272727272727273,16,8,3,3,1
-19.30,6,1,13,0.5909090909090909,12,0.5454545454545454,12,12,0,6,1
-8.40,6,1,13,0.5909090909090909,11,0.5,18,6,4,2,1
-8.50,4,0,13,0.6190476190476191,9,0.42857142857142855,14,4,2,2,1
-19.10,6,1,11,0.6111111111111112,13,0.7222222222222222,13,10,3,3,1
-18.50,6,1,13,0.5909090909090909,15,0.6818181818181818,18,12,3,3,1
-15.90,4,0,13,0.5909090909090909,13,0.5909090909090909,13,9,4,0,1
-30.20,4,0,6,0.3157894736842105,15,0.7894736842105263,16,8,7,-3,1
-0.70,0,0,7,0.3333333333333333,3,0.14285714285714285,3,3,0,0,1
-16.70,5,0,10,0.5263157894736842,15,0.7894736842105263,18,9,7,-2,1
-17.00,5,0,6,0.3,11,0.55,12,6,6,-1,1
-9.00,4,0,8,0.38095238095238093,9,0.42857142857142855,12,5,0,4,1
-6.30,1,0,8,0.4444444444444444,6,0.3333333333333333,6,6,1,0,1
